,Age,Gender,Education_Status,Employment_Status,Working_Week (Yearly),Household_Status,Citizenship,Tax_Status,Gains,Losses,Dividends
7457,40,0,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7458,41,1,679.3261231281198,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
7459,43,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
7460,47,0,773.3871370590072,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,0
7461,36,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7462,27,1,693.1542112950341,747.7302481351804,2,728.6656035328754,1,796.7804206309464,0,0,0
7463,30,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
7464,28,1,693.1542112950341,747.7302481351804,4,618.0247933884298,1,660.7064309306392,0,0,0
7465,57,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,1
7466,46,1,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
7467,20,1,773.3871370590072,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
7468,38,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
7469,38,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7471,18,0,693.1542112950341,747.7302481351804,0,642.3239740820734,1,414.2280701754386,0,0,0
7472,54,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7473,35,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7474,39,1,773.3871370590072,805.5011764705882,1,569.4171686746988,1,660.7064309306392,0,0,0
7475,42,1,679.3261231281198,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,1
7478,25,1,693.1542112950341,747.7302481351804,5,569.4171686746988,1,697.4142614601019,0,0,0
7479,44,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7482,55,1,773.3871370590072,711.0952068286277,1,728.6656035328754,1,796.7804206309464,0,0,0
7483,24,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7484,17,0,693.1542112950341,711.0952068286277,1,642.3239740820734,1,414.2280701754386,0,0,0
7485,28,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7486,50,1,773.3871370590072,711.0952068286277,4,728.6656035328754,1,796.7804206309464,0,0,0
7487,23,1,773.3871370590072,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
7488,22,0,693.1542112950341,711.0952068286277,3,618.0247933884298,0,660.7064309306392,0,0,0
7490,33,1,693.1542112950341,747.7302481351804,4,728.6656035328754,1,796.7804206309464,0,0,0
7492,19,0,693.1542112950341,711.0952068286277,1,569.4171686746988,1,414.2280701754386,0,0,0
7493,29,0,693.1542112950341,711.0952068286277,4,728.6656035328754,0,796.7804206309464,0,0,0
7494,50,0,679.3261231281198,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,1
7495,25,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7496,29,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7497,25,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7498,18,1,693.1542112950341,747.7302481351804,3,569.4171686746988,1,660.7064309306392,0,0,0
7499,56,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7500,44,0,773.3871370590072,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
7502,32,0,693.1542112950341,711.0952068286277,0,642.3239740820734,1,414.2280701754386,0,0,0
7503,22,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7504,46,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7505,32,0,693.1542112950341,711.0952068286277,3,618.0247933884298,1,660.7064309306392,0,0,0
7506,36,0,773.3871370590072,747.7302481351804,4,806.9424928794249,1,796.7804206309464,1,0,0
7507,51,0,693.1542112950341,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
7508,31,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7509,23,0,693.1542112950341,711.0952068286277,0,806.9424928794249,0,414.2280701754386,0,0,0
7510,33,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
7511,44,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7512,39,1,693.1542112950341,243.60848769649283,5,728.6656035328754,1,796.7804206309464,0,0,0
7513,32,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7514,25,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7515,39,0,693.1542112950341,747.7302481351804,3,806.9424928794249,1,796.7804206309464,0,1,0
7517,30,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7518,46,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7519,18,1,693.1542112950341,711.0952068286277,0,618.0247933884298,1,414.2280701754386,0,0,0
7520,35,0,693.1542112950341,243.60848769649283,3,806.9424928794249,1,796.7804206309464,0,0,0
7522,25,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7523,53,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7524,39,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7527,50,1,773.3871370590072,747.7302481351804,4,728.6656035328754,0,796.7804206309464,0,0,0
7528,75,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,664.4714790224112,0,0,0
7529,35,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
7530,52,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7531,27,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7532,29,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
7533,71,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7534,30,0,773.3871370590072,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
7535,22,1,693.1542112950341,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
7536,48,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
7537,49,1,679.3261231281198,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7538,37,0,693.1542112950341,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,0,0
7539,36,1,773.3871370590072,711.0952068286277,4,806.9424928794249,0,697.4142614601019,0,0,0
7540,24,1,693.1542112950341,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
7541,41,1,693.1542112950341,747.7302481351804,0,728.6656035328754,1,796.7804206309464,0,0,0
7542,28,0,773.3871370590072,711.0952068286277,4,806.9424928794249,0,660.7064309306392,0,0,0
7543,44,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7544,39,1,693.1542112950341,711.0952068286277,4,569.4171686746988,1,697.4142614601019,0,0,0
7547,34,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7548,19,1,693.1542112950341,747.7302481351804,1,618.0247933884298,1,697.4142614601019,0,0,0
7549,47,0,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
7550,32,0,773.3871370590072,711.0952068286277,5,806.9424928794249,0,697.4142614601019,0,0,0
7551,22,1,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
7552,24,1,773.3871370590072,711.0952068286277,4,806.9424928794249,1,660.7064309306392,0,0,0
7554,35,0,693.1542112950341,805.5011764705882,5,806.9424928794249,1,796.7804206309464,0,0,0
7555,23,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7556,17,0,693.1542112950341,243.60848769649283,2,382.32666666666665,1,660.7064309306392,0,0,0
7557,46,1,693.1542112950341,747.7302481351804,4,728.6656035328754,1,796.7804206309464,0,0,0
7558,40,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,1,0,0
7559,48,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
7560,28,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7561,46,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7562,24,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7563,32,1,773.3871370590072,747.7302481351804,1,806.9424928794249,1,697.4142614601019,0,0,0
7564,49,1,773.3871370590072,711.0952068286277,4,806.9424928794249,1,697.4142614601019,0,0,0
7565,23,0,693.1542112950341,711.0952068286277,0,569.4171686746988,1,414.2280701754386,0,0,0
7566,19,0,693.1542112950341,747.7302481351804,2,618.0247933884298,1,660.7064309306392,0,0,0
7567,49,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7568,41,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
7569,31,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,1,1
7570,38,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7571,35,1,693.1542112950341,747.7302481351804,4,728.6656035328754,1,796.7804206309464,0,0,1
7572,49,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7574,34,1,693.1542112950341,747.7302481351804,5,642.3239740820734,1,697.4142614601019,0,0,0
7575,36,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7576,40,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,1
7577,21,1,773.3871370590072,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
7579,53,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
7580,60,1,693.1542112950341,711.0952068286277,4,728.6656035328754,1,796.7804206309464,0,0,0
7581,39,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7582,33,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
7583,35,0,693.1542112950341,711.0952068286277,2,569.4171686746988,1,414.2280701754386,0,0,0
7584,33,1,693.1542112950341,747.7302481351804,5,728.6656035328754,0,796.7804206309464,0,0,0
7585,39,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
7586,26,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
7587,38,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
7588,38,0,693.1542112950341,747.7302481351804,3,569.4171686746988,1,660.7064309306392,0,0,0
7589,47,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7590,34,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7591,31,0,773.3871370590072,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
7592,54,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7593,24,0,693.1542112950341,711.0952068286277,3,728.6656035328754,1,796.7804206309464,0,0,0
7594,53,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
7595,29,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7596,17,0,693.1542112950341,747.7302481351804,4,382.32666666666665,1,660.7064309306392,0,0,0
7597,32,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,1
7598,35,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
7599,24,0,693.1542112950341,747.7302481351804,2,569.4171686746988,1,660.7064309306392,0,0,0
7601,29,0,693.1542112950341,243.60848769649283,5,569.4171686746988,1,697.4142614601019,0,0,0
7602,28,1,773.3871370590072,711.0952068286277,4,806.9424928794249,1,660.7064309306392,0,0,0
7604,31,0,773.3871370590072,711.0952068286277,3,728.6656035328754,0,796.7804206309464,0,0,0
7606,32,0,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7607,37,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7608,25,1,693.1542112950341,711.0952068286277,2,569.4171686746988,1,660.7064309306392,1,0,0
7609,35,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7610,35,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,697.4142614601019,0,0,0
7611,33,1,693.1542112950341,711.0952068286277,4,728.6656035328754,1,796.7804206309464,0,0,0
7612,43,0,773.3871370590072,711.0952068286277,4,806.9424928794249,1,796.7804206309464,1,0,0
7613,32,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7614,28,1,693.1542112950341,747.7302481351804,4,728.6656035328754,1,796.7804206309464,0,0,0
7615,16,1,693.1542112950341,711.0952068286277,5,382.32666666666665,1,660.7064309306392,0,0,0
7616,42,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7617,51,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7620,41,0,693.1542112950341,711.0952068286277,2,806.9424928794249,0,796.7804206309464,1,0,0
7621,22,0,693.1542112950341,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
7622,36,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7623,32,0,773.3871370590072,805.5011764705882,5,806.9424928794249,1,660.7064309306392,0,0,0
7624,33,0,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7625,51,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
7627,23,1,693.1542112950341,711.0952068286277,1,728.6656035328754,1,796.7804206309464,0,0,0
7628,43,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7629,46,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7630,18,1,693.1542112950341,243.60848769649283,5,569.4171686746988,1,660.7064309306392,0,0,0
7631,42,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
7632,26,1,693.1542112950341,243.60848769649283,2,806.9424928794249,1,796.7804206309464,0,0,0
7634,29,0,693.1542112950341,747.7302481351804,1,569.4171686746988,1,660.7064309306392,0,0,0
7635,26,1,693.1542112950341,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
7636,47,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7637,30,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7638,55,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7639,56,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7640,33,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7641,31,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7645,36,0,693.1542112950341,711.0952068286277,1,806.9424928794249,1,796.7804206309464,0,0,0
7646,45,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
7647,41,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7648,24,0,693.1542112950341,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
7649,40,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7650,24,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7652,31,1,693.1542112950341,747.7302481351804,5,618.0247933884298,1,697.4142614601019,0,0,0
7653,29,1,693.1542112950341,711.0952068286277,5,618.0247933884298,0,660.7064309306392,0,0,0
7656,32,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,0
7657,61,0,693.1542112950341,711.0952068286277,3,806.9424928794249,1,796.7804206309464,0,0,0
7658,31,1,773.3871370590072,805.5011764705882,5,569.4171686746988,1,660.7064309306392,0,0,0
7659,23,1,773.3871370590072,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
7660,31,0,773.3871370590072,243.60848769649283,5,806.9424928794249,0,660.7064309306392,0,0,0
7661,30,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7662,59,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7663,46,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
7664,43,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7665,23,1,773.3871370590072,711.0952068286277,2,569.4171686746988,1,660.7064309306392,0,0,0
7666,19,1,773.3871370590072,747.7302481351804,4,569.4171686746988,1,660.7064309306392,0,0,0
7667,42,0,693.1542112950341,711.0952068286277,5,728.6656035328754,0,796.7804206309464,0,0,0
7668,62,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7669,23,1,693.1542112950341,747.7302481351804,5,569.4171686746988,1,660.7064309306392,0,0,0
7670,19,0,693.1542112950341,805.5011764705882,3,569.4171686746988,1,660.7064309306392,0,0,0
7672,23,0,773.3871370590072,711.0952068286277,1,569.4171686746988,1,660.7064309306392,0,0,0
7673,26,1,693.1542112950341,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,0,0
7674,27,0,693.1542112950341,711.0952068286277,5,569.4171686746988,1,697.4142614601019,0,0,0
7676,49,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7679,33,0,773.3871370590072,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
7680,55,0,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7684,42,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,1,0,0
7685,39,1,679.3261231281198,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7686,46,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7687,44,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7688,61,1,693.1542112950341,747.7302481351804,4,569.4171686746988,0,660.7064309306392,0,0,0
7690,19,1,693.1542112950341,711.0952068286277,0,728.6656035328754,1,796.7804206309464,0,0,0
7692,21,0,693.1542112950341,747.7302481351804,1,569.4171686746988,1,660.7064309306392,0,0,0
7695,20,1,693.1542112950341,711.0952068286277,3,569.4171686746988,1,660.7064309306392,0,0,0
7696,40,1,693.1542112950341,747.7302481351804,1,728.6656035328754,0,796.7804206309464,0,0,0
7697,38,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
7699,38,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7700,33,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7701,52,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7702,35,1,693.1542112950341,805.5011764705882,4,728.6656035328754,1,796.7804206309464,0,0,0
7703,50,1,773.3871370590072,711.0952068286277,1,806.9424928794249,1,796.7804206309464,0,0,1
7704,30,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7705,48,0,693.1542112950341,711.0952068286277,5,806.9424928794249,0,796.7804206309464,0,0,0
7706,35,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7707,50,0,693.1542112950341,747.7302481351804,3,806.9424928794249,1,796.7804206309464,0,0,0
7708,23,0,773.3871370590072,747.7302481351804,5,618.0247933884298,1,660.7064309306392,0,0,0
7709,22,1,773.3871370590072,711.0952068286277,3,806.9424928794249,1,660.7064309306392,0,0,0
7710,27,1,773.3871370590072,747.7302481351804,4,806.9424928794249,1,660.7064309306392,0,0,0
7711,32,1,773.3871370590072,711.0952068286277,5,569.4171686746988,1,697.4142614601019,0,0,0
7712,27,0,773.3871370590072,805.5011764705882,3,569.4171686746988,1,660.7064309306392,0,0,0
7713,46,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7714,45,1,679.3261231281198,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,1,0
7715,29,0,773.3871370590072,711.0952068286277,5,642.3239740820734,0,660.7064309306392,0,0,0
7716,16,1,693.1542112950341,747.7302481351804,0,382.32666666666665,1,414.2280701754386,0,0,0
7718,35,1,693.1542112950341,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,0
7719,37,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7720,29,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7721,36,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7722,17,0,693.1542112950341,747.7302481351804,5,382.32666666666665,1,660.7064309306392,0,0,0
7723,25,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7724,48,1,773.3871370590072,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7725,31,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7726,23,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
7727,23,0,693.1542112950341,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,0
7728,40,1,773.3871370590072,711.0952068286277,4,806.9424928794249,1,796.7804206309464,0,0,0
7729,51,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7730,40,1,693.1542112950341,711.0952068286277,4,728.6656035328754,1,796.7804206309464,0,0,0
7731,46,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7732,25,0,773.3871370590072,711.0952068286277,2,618.0247933884298,1,660.7064309306392,0,0,0
7733,28,0,773.3871370590072,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,0,1
7734,58,0,693.1542112950341,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
7735,59,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7736,39,0,679.3261231281198,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7738,47,1,773.3871370590072,805.5011764705882,5,728.6656035328754,1,796.7804206309464,0,0,0
7739,33,0,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
7740,49,1,773.3871370590072,747.7302481351804,5,806.9424928794249,0,660.7064309306392,0,0,0
7741,41,0,693.1542112950341,711.0952068286277,3,806.9424928794249,1,796.7804206309464,0,0,0
7742,59,0,693.1542112950341,747.7302481351804,5,642.3239740820734,1,660.7064309306392,0,0,1
7743,36,0,693.1542112950341,747.7302481351804,5,618.0247933884298,0,660.7064309306392,1,0,1
7745,43,1,693.1542112950341,711.0952068286277,4,642.3239740820734,1,660.7064309306392,0,0,0
7746,61,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7747,26,1,693.1542112950341,747.7302481351804,3,569.4171686746988,1,660.7064309306392,0,0,0
7748,55,0,773.3871370590072,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
7750,32,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,660.7064309306392,0,0,0
7751,19,1,773.3871370590072,805.5011764705882,3,569.4171686746988,1,414.2280701754386,0,0,0
7752,50,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,1,0,1
7753,31,0,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,1
7754,56,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7755,53,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7756,56,1,773.3871370590072,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7757,36,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,0
7758,34,1,693.1542112950341,711.0952068286277,5,806.9424928794249,1,660.7064309306392,1,0,0
7759,16,1,693.1542112950341,711.0952068286277,1,382.32666666666665,1,660.7064309306392,0,0,0
7760,42,0,679.3261231281198,747.7302481351804,5,806.9424928794249,0,796.7804206309464,0,0,0
7761,44,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7762,35,0,693.1542112950341,747.7302481351804,5,806.9424928794249,1,796.7804206309464,0,0,0
7763,49,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,660.7064309306392,0,0,1
7764,34,1,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7765,65,0,773.3871370590072,747.7302481351804,5,806.9424928794249,1,707.1732675661159,0,1,1
7766,25,1,693.1542112950341,747.7302481351804,5,618.0247933884298,1,660.7064309306392,0,0,0
7767,31,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7768,40,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7769,36,1,679.3261231281198,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7770,44,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7771,53,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7772,64,1,679.3261231281198,747.7302481351804,5,806.9424928794249,0,660.7064309306392,0,1,0
7773,24,1,773.3871370590072,747.7302481351804,2,806.9424928794249,0,414.2280701754386,0,0,0
7774,23,0,693.1542112950341,711.0952068286277,5,569.4171686746988,1,660.7064309306392,0,1,0
7775,41,1,773.3871370590072,747.7302481351804,5,806.9424928794249,1,697.4142614601019,0,0,1
7776,62,1,693.1542112950341,747.7302481351804,5,728.6656035328754,1,707.1732675661159,0,0,0
7778,33,0,773.3871370590072,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,1
7779,59,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7780,32,1,679.3261231281198,747.7302481351804,5,728.6656035328754,1,796.7804206309464,0,0,0
7781,26,0,693.1542112950341,711.0952068286277,5,618.0247933884298,1,660.7064309306392,0,0,0
7784,37,0,693.1542112950341,711.0952068286277,5,806.9424928794249,1,796.7804206309464,0,0,0
7785,48,1,693.1542112950341,711.0952068286277,5,728.6656035328754,1,796.7804206309464,0,0,0
7786,55,1,693.1542112950341,711.0952068286277,5,806.9424928794249,0,697.4142614601019,0,0,0
7788,18,0,773.3871370590072,747.7302481351804,3,569.4171686746988,1,660.7064309306392,0,0,0
7789,43,1,773.3871370590072,711.0952068286277,3,728.6656035328754,1,796.7804206309464,0,0,1
7791,43,1,773.3871370590072,805.5011764705882,5,806.9424928794249,1,660.7064309306392,0,0,0
