,Income
5578,0
5579,0
5580,0
5581,550
5582,0
5583,0
5584,697
5585,2000
5586,0
5587,0
5588,2500
5589,1400
5590,1500
5591,650
5592,700
5593,1180
5594,3000
5595,625
5596,700
5597,975
5598,0
5599,0
5600,0
5601,0
5602,725
5603,0
5604,1900
5605,650
5606,900
5607,425
5608,1131
5609,1000
5610,470
5611,0
5612,2000
5613,1220
5614,425
5615,0
5616,840
5617,2300
5618,560
5619,700
5620,840
5621,0
5622,0
5623,0
5624,475
5625,750
5626,0
5627,845
5628,0
5629,1175
5630,0
5631,1125
5632,0
5633,886
5634,1200
5635,1683
5636,0
5637,425
5638,782
5639,0
5640,300
5641,1600
5642,0
5643,1700
5644,0
5645,0
5646,0
5647,0
5648,1400
5649,750
5650,1000
5651,1200
5652,0
5653,900
5654,0
5655,1267
5656,0
5657,450
5658,0
5659,900
5660,1000
5661,1117
5662,0
5663,0
5664,1145
5665,0
5666,647
5667,0
5668,0
5669,500
5670,0
5671,2000
5672,600
5673,0
5674,800
5675,550
5676,1400
5677,500
5678,1700
5679,550
5680,1339
5681,0
5682,0
5683,0
5684,0
5685,828
5686,425
5687,600
5688,0
5689,1550
5690,450
5691,0
5692,1686
5693,1300
5694,1500
5695,625
5696,0
5697,0
5698,1235
5699,700
5700,3000
5701,0
5702,900
5703,500
5704,0
5705,650
5706,875
5707,600
5708,0
5709,0
5710,650
5711,600
5712,885
5713,1700
5714,0
5715,0
5716,2018
5717,0
5718,0
5719,550
5720,958
5721,450
5722,0
5723,1000
5724,0
5725,700
5726,0
5727,625
5728,0
5729,0
5730,0
5731,2000
5732,1030
5733,650
5734,0
5735,0
5736,0
5737,0
5738,466
5739,900
5740,900
5741,1500
5742,225
5743,0
5744,640
5745,0
5746,0
5747,0
5748,0
5749,750
5750,0
5751,1050
5752,800
5753,1994
5754,450
5755,900
5756,0
5757,500
5758,475
5759,800
5760,0
5761,1000
5762,0
5763,700
5764,700
5765,600
5766,0
5767,0
5768,575
5769,0
5770,425
5771,800
5772,600
5773,1000
5774,1700
5775,1600
5776,1050
5777,1200
5778,772
5779,761
5780,0
5781,0
5782,1950
5783,0
5784,2540
5785,4300
5786,0
5787,800
5788,1700
5789,1314
5790,0
5791,0
5792,600
5793,650
5794,0
5795,700
5796,2251
5797,0
5798,0
5799,915
5800,1200
5801,1025
5802,0
5803,4200
5804,0
5805,0
5806,2100
5807,0
5808,1600
5809,1050
5810,0
5811,0
5812,0
5813,1038
5814,450
5815,1115
5816,0
5817,1200
5818,455
5819,0
5820,0
5821,0
5822,1050
5823,850
5824,800
5825,0
5826,1919
5827,0
5828,1849
5829,1875
5830,1500
5831,1800
5832,750
5833,1156
5834,425
5835,1000
5836,0
5837,850
5838,800
5839,0
5840,0
5841,1940
5842,979
5843,0
5844,0
5845,2000
5846,0
5847,350
5848,1100
5849,0
5850,1300
5851,0
5852,1150
5853,1211
5854,1300
5855,0
5856,860
5857,700
5858,0
5859,825
5860,600
5861,1000
5862,565
5863,0
5864,800
5865,1100
5866,960
5867,0
5868,450
5869,2150
5870,900
5871,939
5872,600
5873,500
5874,213
5875,0
5876,755
5877,900
5878,798
5879,0
5880,600
5881,550
5882,500
5883,600
5884,425
5885,800
5886,0
5887,1882
5888,700
5889,921
5890,425
5891,2500
5892,0
5893,0
5894,0
5895,0
5896,0
5897,0
5898,245
5899,0
5900,0
5901,0
5902,800
5903,0
5904,0
5905,1900
5906,836
5907,700
5908,425
5909,0
5910,0
5911,0
5912,985
5913,0
5914,1489
5915,0
5916,700
5917,0
5918,735
5919,0
5920,1027
5921,424
5922,3000
5923,0
5924,0
5925,0
5926,0
5927,650
5928,0
5929,0
5930,550
5931,0
5932,600
5933,600
5934,500
5935,0
5936,0
5937,800
5938,2400
5939,0
5940,475
5941,0
5942,800
5943,525
5944,800
5945,900
5946,1087
5947,1150
5948,0
5949,0
5950,805
5951,600
5952,515
5953,600
5954,0
5955,865
5956,0
5957,400
5958,2800
5959,0
5960,810
5961,1000
5962,1350
5963,844
5964,1200
5965,0
5966,950
5967,715
5968,834
5969,0
5970,721
5971,0
5972,2000
5973,2200
5974,800
5975,435
5976,0
5977,1000
5978,750
5979,700
5980,0
5981,650
5982,550
5983,0
5984,700
5985,500
5986,0
5987,1396
5988,760
5989,0
5990,0
5991,0
5992,0
5993,2485
5994,650
5995,0
5996,0
5997,0
5998,550
5999,2000
6000,1003
6001,1775
6002,0
6003,500
6004,0
6005,450
6006,0
6007,0
6008,0
6009,0
6010,0
6011,0
6012,800
6013,4000
6014,1092
6015,0
6016,1500
6017,600
6018,800
6019,675
6020,650
6021,0
6022,900
6023,800
6024,0
6025,1250
6026,875
6027,0
6028,550
6029,1700
6030,0
6031,1000
6032,725
6033,0
6034,2000
6035,2000
6036,975
6037,1476
6038,0
6039,908
6040,0
6041,0
6042,0
6043,0
6044,0
6045,0
6046,0
6047,0
6048,0
6049,650
6050,0
6051,0
6052,1000
6053,550
6054,0
6055,550
6056,0
6057,0
6058,1160
6059,0
6060,425
6061,0
6062,0
6063,1600
6064,1300
6065,0
6066,450
6067,1650
6068,0
6069,0
6070,0
6071,0
6072,0
6073,649
6074,960
6075,883
6076,1300
6077,0
6078,1925
6079,0
6080,798
6081,800
6082,0
6083,850
6084,0
6085,1400
6086,0
6087,1400
6088,1950
6089,800
6090,0
6091,0
6092,0
6093,530
6094,600
6095,900
6096,900
6097,3400
6098,0
6099,0
6100,0
6101,0
6102,650
6103,0
6104,750
6105,1041
6106,675
6107,900
6108,505
6109,500
6110,0
6111,600
6112,550
6113,0
6114,1600
6115,425
6116,0
6117,750
6118,0
6119,1275
6120,0
6121,0
6122,1200
6123,425
6124,0
6125,770
6126,2500
6127,0
6128,0
6129,0
6130,500
6131,1729
6132,0
6133,0
6134,900
6135,500
6136,0
6137,0
6138,0
6139,430
6140,0
6141,1000
6142,425
6143,1000
6144,791
6145,500
6146,0
6147,1400
6148,0
6149,0
6150,600
6151,0
6152,425
6153,1065
6154,1200
6155,550
6156,834
6157,0
6158,0
6159,1269
6160,705
6161,1450
6162,525
6163,600
6164,0
6165,0
6166,0
6167,800
6168,700
6169,2900
6170,425
6171,0
6172,0
6173,1450
6174,1088
6175,0
6176,800
6177,860
6178,500
6179,1204
6180,0
6181,1000
6182,0
6183,0
6184,800
6185,1000
6186,0
6187,1100
6188,750
6189,0
6190,1000
6191,0
6192,435
6193,980
6194,2000
6195,600
6196,625
6197,0
6198,0
6199,0
6200,0
6201,1015
6202,2000
6203,450
6204,1250
6205,938
6206,0
6207,0
6208,0
6209,570
6210,1100
6211,1000
6212,600
6213,0
6214,1900
6215,1525
6216,1200
6217,0
6218,0
6219,0
6220,0
6221,668
6222,0
6223,550
6224,950
6225,525
6226,0
6227,480
6228,750
6229,1350
6230,0
6231,0
6232,680
6233,1000
6234,820
6235,0
6236,0
6237,567
6238,400
6239,1100
6240,0
6241,924
6242,1000
6243,1250
6244,1175
6245,1300
6246,0
6247,910
6248,425
6249,695
6250,0
6251,1150
6252,6500
6253,500
6254,0
6255,880
6256,0
6257,700
6258,0
6259,500
6260,1100
6261,425
6262,0
6263,550
6264,0
6265,0
6266,0
6267,435
6268,0
6269,0
6270,0
6271,0
6272,2050
6273,600
6274,0
6275,0
6276,1300
6277,1075
6278,722
6279,0
6280,750
6281,0
6282,0
6283,0
6284,1100
6285,0
6286,0
6287,0
6288,650
6289,1300
6290,0
6291,600
6292,0
6293,900
6294,0
6295,0
6296,1352
6297,960
6298,1100
6299,0
6300,900
6301,0
6302,650
6303,0
6304,0
6305,650
6306,1250
6307,600
6308,500
6309,0
6310,2500
6311,0
6312,2100
6313,0
6314,0
6315,200
6316,0
6317,540
6318,730
6319,500
6320,700
6321,1100
6322,1800
6323,550
6324,0
6325,900
6326,0
6327,450
6328,475
6329,0
6330,0
6331,0
6332,1100
6333,0
6334,0
6335,525
6336,550
6337,0
6338,0
6339,685
6340,0
6341,0
6342,0
6343,733
6344,2100
6345,1360
6346,800
6347,0
6348,0
6349,0
6350,0
6351,1830
6352,0
6353,0
6354,0
6355,800
6356,700
6357,0
6358,425
6359,0
6360,0
6361,0
6362,650
6363,450
6364,0
6365,1200
6366,0
6367,781
6368,0
6369,600
6370,0
6371,700
6372,1600
6373,1613
6374,800
6375,0
6376,0
6377,0
6378,0
6379,0
6380,800
6381,505
6382,625
6383,697
6384,525
6385,0
6386,800
6387,1489
6388,0
6389,0
6390,500
6391,800
6392,0
6393,700
6394,2300
6395,700
6396,1300
6397,0
6398,820
6399,500
6400,550
6401,600
6402,0
6403,0
6404,500
6405,0
6406,0
6407,0
6408,400
6409,0
6410,1325
6411,756
6412,0
6413,0
6414,558
6415,1200
6416,0
6417,0
6418,0
6419,1500
6420,0
6421,528
6422,425
6423,0
6424,1042
6425,500
6426,0
6427,0
6428,2100
6429,520
6430,0
6431,0
6432,0
6433,425
6434,500
6435,0
6436,550
6437,500
6438,0
6439,1500
6440,1200
6441,700
6442,0
6443,585
6444,2000
6445,0
6446,0
6447,600
6448,650
6449,435
6450,1400
6451,0
6452,650
6453,0
6454,0
6455,475
6456,951
6457,500
6458,920
6459,512
6460,0
6461,0
6462,0
6463,945
6464,0
6465,0
6466,700
6467,600
6468,0
6469,900
6470,0
6471,0
6472,450
6473,0
6474,0
6475,0
6476,700
6477,0
6478,575
6479,1300
6480,0
6481,0
6482,0
6483,0
6484,0
6485,425
6486,0
6487,900
6488,714
6489,525
6490,0
6491,1276
6492,0
6493,0
6494,750
6495,0
6496,550
6497,0
6498,600
6499,600
6500,0
6501,0
6502,0
6503,1200
6504,755
6505,0
6506,0
6507,0
6508,0
6509,0
6510,500
6511,750
6512,0
6513,1000
6514,1414
6515,700
6516,983
6517,2652
6518,750
6519,1000
6520,700
6521,600
6522,0
6523,500
6524,625
6525,2100
6526,0
6527,1775
6528,700
6529,0
6530,1000
6531,0
6532,900
6533,0
6534,1789
6535,0
6536,1200
6537,500
6538,0
6539,1550
6540,750
6541,600
6542,0
6543,700
6544,0
6545,965
6546,800
6547,900
6548,0
6549,0
6550,760
6551,1000
6552,700
6553,525
6554,625
6555,948
6556,0
6557,675
6558,1200
6559,0
6560,800
6561,1200
6562,850
6563,0
6564,0
6565,1150
6566,600
6567,0
6568,0
6569,0
6570,0
6571,0
6572,675
6573,500
6574,400
6575,0
6576,600
6577,430
6578,0
6579,500
6580,1389
6581,0
6582,863
6583,2073
6584,1800
6585,0
6586,1600
6587,525
6588,0
6589,1056
6590,0
6591,425
6592,1500
6593,0
6594,435
6595,500
6596,0
6597,0
6598,550
6599,900
6600,0
6601,0
6602,0
6603,0
6604,0
6605,1010
6606,0
6607,1500
6608,500
6609,600
6610,1955
6611,525
6612,500
6613,600
6614,0
6615,1700
6616,650
6617,0
6618,0
6619,0
6620,0
6621,1219
6622,830
6623,0
6624,0
6625,700
6626,1030
6627,1675
6628,400
6629,0
6630,400
6631,500
6632,500
6633,756
6634,2000
6635,0
6636,1475
6637,2300
6638,0
6639,710
6640,0
6641,650
6642,535
6643,0
6644,0
6645,775
6646,1700
6647,0
6648,0
6649,0
6650,2000
6651,0
6652,0
6653,1125
6654,0
6655,0
6656,1350
6657,1240
6658,500
6659,1150
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,550
6667,0
6668,0
6669,425
6670,0
6671,732
6672,0
6673,600
6674,0
6675,0
6676,860
6677,300
6678,485
6679,0
6680,870
6681,1000
6682,0
6683,0
6684,2200
6685,500
6686,1200
6687,0
6688,900
6689,0
6690,0
6691,1650
6692,0
6693,0
6694,0
6695,850
6696,0
6697,500
6698,1000
6699,900
6700,0
6701,0
6702,830
6703,0
6704,1898
6705,0
6706,550
6707,850
6708,0
6709,0
6710,0
6711,2500
6712,0
6713,750
6714,0
6715,1400
6716,0
6717,0
6718,0
6719,0
6720,0
6721,700
6722,0
6723,1800
6724,1500
6725,0
6726,700
6727,0
6728,0
6729,750
6730,0
6731,500
6732,0
6733,0
6734,0
6735,1635
6736,1500
6737,550
6738,650
6739,500
6740,0
6741,600
6742,0
6743,0
6744,650
6745,425
6746,500
6747,756
6748,1500
6749,600
6750,1392
6751,500
6752,0
6753,1000
6754,480
6755,5000
6756,0
6757,0
6758,435
6759,800
6760,0
6761,800
6762,0
6763,1030
6764,1535
6765,1500
6766,2072
6767,435
6768,640
6769,425
6770,0
6771,0
6772,600
6773,600
6774,0
6775,1900
6776,750
6777,0
6778,0
6779,500
6780,0
6781,0
6782,2100
6783,625
6784,0
6785,1500
6786,400
6787,1000
6788,525
6789,425
6790,0
6791,0
6792,1100
6793,600
6794,650
6795,425
6796,500
6797,757
6798,0
6799,0
6800,0
6801,400
6802,484
6803,1607
6804,648
6805,0
6806,800
6807,750
6808,0
6809,0
6810,0
6811,680
6812,900
6813,775
6814,0
6815,700
6816,575
6817,1177
6818,1000
6819,0
6820,0
6821,747
6822,0
6823,850
6824,555
6825,500
6826,0
6827,0
6828,0
6829,705
6830,0
6831,0
6832,1163
6833,700
6834,0
6835,0
6836,1175
6837,1565
6838,1000
6839,0
6840,0
6841,0
6842,2000
6843,0
6844,2500
6845,700
6846,900
6847,0
6848,0
6849,0
6850,592
6851,0
6852,0
6853,1568
6854,1131
6855,0
6856,0
6857,0
6858,910
6859,1042
6860,800
6861,938
6862,625
6863,1067
6864,875
6865,0
6866,950
6867,0
6868,0
6869,800
6870,0
6871,0
6872,0
6873,0
6874,0
6875,1385
6876,2400
6877,900
6878,400
6879,1100
6880,550
6881,0
6882,0
6883,1100
6884,500
6885,1300
6886,0
6887,0
6888,0
6889,500
6890,0
6891,1100
6892,425
6893,1400
6894,0
6895,650
6896,0
6897,0
6898,0
6899,1800
6900,0
6901,1155
6902,270
6903,1500
6904,400
6905,735
6906,635
6907,0
6908,0
6909,631
6910,700
6911,5000
6912,750
6913,1776
6914,0
6915,1400
6916,1700
6917,0
6918,800
6919,1150
6920,805
6921,1200
6922,0
6923,1080
6924,0
6925,0
6926,0
6927,500
6928,500
6929,500
6930,750
6931,850
6932,550
6933,1500
6934,0
6935,1800
6936,1285
6937,595
6938,0
6939,0
6940,4807
6941,0
6942,1973
6943,0
6944,0
6945,1700
6946,700
6947,844
6948,0
6949,0
6950,0
6951,750
6952,0
6953,0
6954,831
6955,0
6956,925
6957,700
6958,580
6959,0
6960,1700
6961,0
6963,0
6964,0
6965,700
6966,0
6967,350
6968,975
6969,0
6970,0
6971,725
6972,913
6973,500
6974,905
6975,515
6976,0
6977,600
6978,0
6979,800
6980,2140
6981,0
6982,0
6983,2550
6984,0
6985,1280
6986,440
6987,1759
6988,0
6989,800
6990,600
6991,1900
6992,1361
6993,0
6994,1000
6995,0
6996,0
6997,0
6998,580
6999,400
7000,0
7001,850
7002,0
7003,900
7004,650
7005,900
7006,1002
7007,500
7008,1000
7009,600
7010,400
7011,956
7012,1592
7013,0
7014,0
7015,0
7016,0
7017,2552
7018,600
7019,0
7020,0
7021,740
7022,0
7023,850
7024,0
7025,0
7026,2200
7027,0
7028,0
7029,0
7030,745
7031,500
7032,1145
7033,0
7034,635
7035,1700
7036,952
7037,938
7038,1810
7039,0
7040,0
7041,0
7042,800
7043,0
7044,518
7045,0
7046,726
7047,700
7048,787
7049,0
7050,675
7051,1200
7052,0
7053,0
7054,0
7055,2300
7056,2300
7057,0
7058,780
7059,630
7060,981
7061,1000
7062,445
7063,0
7064,0
7065,540
7066,450
7067,600
7068,515
7069,2446
7070,0
7071,0
7072,800
7073,1500
7074,1651
7075,1500
7076,400
7077,500
7078,0
7079,700
7080,535
7081,0
7082,425
7083,900
7084,500
7085,450
7086,417
7087,0
7088,0
7089,550
7090,425
7091,1000
7092,0
7093,0
7094,0
7095,0
7096,0
7097,0
7098,425
7099,0
7100,0
7101,600
7102,708
7103,1350
7104,650
7105,800
7106,0
7107,760
7108,0
7109,0
7110,850
7111,750
7112,500
7113,1234
7114,0
7115,0
7116,917
7117,0
7118,875
7119,0
7120,950
7121,561
7122,2150
7123,2100
7124,625
7125,732
7126,0
7127,0
7128,1630
7129,425
7130,2200
7131,900
7132,1528
7133,650
7134,0
7135,0
7136,609
7137,1800
7138,700
7139,0
7140,435
7141,0
7142,850
7143,0
7144,937
7145,0
7146,0
7147,0
7148,0
7149,525
7150,6500
7151,1000
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,1758
7159,0
7160,0
7161,1658
7162,0
7163,1011
7164,1475
7165,0
7166,500
7167,0
7168,1500
7169,0
7170,525
7171,0
7172,0
7173,0
7174,632
7175,2256
7176,1300
7177,1513
7178,1489
7179,888
7180,1015
7181,0
7182,525
7183,0
7184,440
7185,0
7186,0
7187,1000
7188,0
7189,0
7190,0
7191,0
7192,0
7193,0
7194,800
7195,530
7196,525
7197,1800
7198,0
7199,700
7200,650
7201,1611
7202,0
7203,425
7204,0
7205,0
7206,1000
7207,800
7208,0
7209,0
7210,800
7211,0
7212,0
7213,600
7214,0
7215,425
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,1100
7223,1549
7224,0
7225,0
7226,0
7227,0
7228,600
7229,0
7230,662
7231,1799
7232,550
7233,1400
7234,1075
7235,0
7236,0
7237,0
7238,1250
7239,1001
7240,650
7241,400
7242,0
7243,1400
7244,0
7245,771
7246,700
7247,600
7248,1150
7249,0
7250,2200
7251,1090
7252,0
7253,2626
7254,900
7255,0
7256,1000
7257,213
7258,800
7259,1460
7260,500
7261,0
7262,0
7263,0
7264,425
7265,1200
7266,525
7267,1750
7268,1800
7269,0
7270,1000
7271,0
7272,0
7273,20
7274,0
7275,0
7276,600
7277,718
7278,620
7279,600
7280,1400
7281,0
7282,900
7283,0
7284,1486
7285,435
7286,0
7287,500
7288,700
7289,555
7290,1400
7291,0
7292,0
7293,1700
7294,600
7296,750
7297,0
7298,0
7299,0
7300,0
7301,1274
7302,0
7303,525
7304,1100
7305,0
7306,0
7307,0
7308,425
7309,750
7310,600
7311,0
7312,675
7313,0
7314,0
7315,850
7316,1383
7317,700
7318,0
7319,0
7320,0
7321,0
7322,600
7323,1506
7324,0
7325,0
7326,0
7327,0
7328,1500
7329,0
7330,625
7331,0
7332,0
7333,0
7334,775
7335,0
7336,600
7337,0
7338,1150
7339,0
7340,0
7341,770
7342,0
7343,700
7344,670
7345,213
7346,717
7347,0
7348,0
7349,1150
7350,600
7351,425
7352,500
7353,0
7354,700
7355,600
7356,0
7357,1600
7358,0
7359,1150
7360,400
7361,500
7362,0
7363,2000
7364,0
7365,0
7366,1900
7367,1105
7368,1200
7369,0
7370,425
7371,2321
7372,800
7373,0
7374,800
7375,588
7376,0
7377,700
7378,625
7379,622
7380,0
7381,500
7382,0
7383,0
7384,770
7385,0
7386,1488
7387,0
7388,0
7389,0
7390,1827
7391,1800
7392,575
7393,1242
7394,1100
7395,0
7396,1000
7397,945
7398,636
7399,0
7400,0
7401,0
7402,0
7403,0
7404,0
7405,1450
7406,1250
7407,500
7408,0
7409,925
7410,1000
7411,875
7412,1540
7413,2300
7414,0
7415,800
7416,765
7417,575
7418,0
7419,600
7420,640
7421,0
7422,500
7423,1875
7424,500
7425,425
7426,815
7427,2656
7428,0
7429,1150
7430,1500
7431,0
7432,0
7433,1568
7434,0
7435,2000
7436,1272
7437,500
7438,760
7439,680
7440,0
7441,200
7442,1000
7443,0
7444,520
7445,1000
7446,500
7447,0
7448,600
7449,700
7450,0
7451,0
7452,0
7453,900
7454,0
7455,700
7456,1212
7457,232
7458,1701
7459,0
7460,0
7461,625
7462,1000
7463,0
7464,0
7465,0
7466,2400
7467,500
7468,800
7469,500
7470,790
7471,490
7472,1050
7473,0
7474,1200
7475,793
7476,0
7477,0
7478,1300
7479,0
7480,0
7481,2200
7482,0
7483,600
7484,0
7485,1000
7486,700
7487,1140
7488,2300
7489,1700
7490,650
7491,450
7492,0
7493,4000
7494,900
7495,0
7496,0
7497,0
7498,0
7499,0
7500,800
7501,0
7502,530
7503,0
7504,600
7505,850
7506,450
7507,486
7508,435
7509,800
7510,611
7511,0
7512,1100
7513,0
7514,1100
7515,1000
7516,0
7517,925
7518,0
7519,2300
7520,1300
7521,850
7522,0
7523,525
7524,0
7525,0
7526,1235
7527,1200
7528,0
7529,800
7530,435
7531,1150
7532,0
7533,0
7534,525
7535,1050
7536,0
7537,475
7538,805
7539,0
7540,0
7541,1000
7542,0
7543,0
7544,0
7545,500
7546,650
7547,0
7548,0
7549,0
7550,0
7551,500
7552,0
7553,895
7554,0
7555,435
7556,0
7557,750
7558,1000
7559,550
7560,450
7561,0
7562,425
7563,600
7564,5500
7565,0
7566,1365
7567,0
7568,0
7569,800
7570,0
7571,2299
7572,465
7573,0
7574,1715
7575,0
7576,0
7577,0
7578,525
7579,600
7580,0
7581,0
7582,500
7583,1300
7584,675
7585,0
7586,0
7587,700
7588,1950
7589,0
7590,860
7591,1567
7592,0
7593,625
7594,550
7595,1000
7596,0
7597,760
7598,550
7599,0
7600,400
7601,1100
7602,425
7603,0
7604,800
7605,1105
7606,0
7607,1045
7608,0
7609,700
7610,800
7611,0
7612,545
7613,0
7614,719
7615,0
7616,900
7617,0
7618,0
7619,0
7620,0
7621,650
7622,0
7623,0
7624,0
7625,0
7626,500
7627,0
7628,1035
7629,0
7630,0
7631,0
7632,0
7633,1039
7634,0
7635,0
7636,0
7637,0
7638,685
7639,1397
7640,925
7641,550
7642,0
7643,545
7644,1693
7645,0
7646,0
7647,625
7648,0
7649,1600
7650,0
7651,1000
7652,1200
7653,0
7654,0
7655,1670
7656,450
7657,0
7658,650
7659,0
7660,0
7661,1050
7662,0
7663,0
7664,0
7665,1721
7666,475
7667,0
7668,500
7669,0
7670,0
7671,455
7672,710
7673,569
7674,475
7675,860
7676,875
7677,1600
7678,650
7679,0
7680,0
7681,951
7682,956
7683,500
7684,825
7685,0
7686,0
7687,1200
7688,1028
7689,400
7690,2400
7691,865
7692,0
7693,725
7694,1100
7695,1592
7696,0
7697,1800
7698,0
7699,0
7700,0
7701,1600
7702,0
7703,0
7704,0
7705,0
7706,619
7707,600
7708,0
7709,0
7710,0
7711,799
7712,0
7713,800
7714,445
7715,1100
7716,520
7717,1787
7718,1756
7719,825
7720,0
7721,0
7722,0
7723,985
7724,1030
7725,1530
7726,1578
7727,2000
7728,1400
7729,925
7730,696
7731,0
7732,800
7733,1500
7734,810
7735,0
7736,0
7737,1400
7738,0
7739,0
7740,0
7741,0
7742,0
7743,472
7744,500
7745,707
7746,700
7747,0
7748,0
7749,0
7750,0
7751,0
7752,0
7753,750
7754,1500
7755,800
7756,764
7757,0
7758,800
7759,0
7760,475
7761,0
7762,0
7763,485
7764,0
7765,0
7766,1150
7767,0
7768,545
7769,0
7770,0
7771,525
7772,480
7773,1105
7774,1400
7775,750
7776,0
7777,0
7778,700
7779,0
7780,500
7781,840
7782,2000
7783,1015
7784,0
7785,800
7786,0
7787,3500
7788,800
7789,1100
7790,2250
7791,1550
7792,0
7793,750
7794,0
7795,900
7796,1000
7797,0
7798,730
7799,0
7800,0
7801,0
7802,425
7803,0
7804,1000
7805,0
7806,800
7807,1658
7808,0
7809,0
7810,610
7811,0
7812,0
7813,1000
7814,600
7815,585
7816,0
7817,725
7818,1000
7819,0
7820,0
7821,0
7822,0
7823,0
7824,0
7825,0
7826,435
7827,566
7828,0
7829,700
7830,0
7831,1900
7832,0
7833,900
7834,903
7835,0
7836,1000
7837,855
7838,960
7839,0
7840,0
7841,0
7842,1600
7843,680
7844,450
7845,0
7846,0
7847,925
7848,0
7849,0
7850,1104
7851,540
7852,0
7853,0
7854,800
7855,0
7856,1750
7857,800
7858,0
7859,0
7860,600
7861,0
7862,725
7863,700
7864,0
7865,0
7866,0
7867,525
7868,1200
7869,0
7870,0
7871,750
7872,750
7873,0
7874,0
7875,8000
7876,1700
7877,0
7878,700
7879,800
7880,0
7881,950
7882,901
7883,0
7884,0
7885,600
7886,0
7887,1375
7888,500
7889,490
7890,0
7891,0
7892,1655
7893,1600
7894,600
7895,0
7896,213
7897,1500
7898,424
7899,0
7900,2000
7901,1166
7902,1478
7903,0
7904,600
7905,600
7906,0
7907,863
7908,1000
7909,0
7910,0
7911,750
7912,1500
7913,0
7914,700
7915,0
7916,850
7917,0
7918,750
7919,1200
7920,0
7921,0
7922,1744
7923,1215
7924,850
7925,1131
7926,0
7927,0
7928,500
7929,0
7930,850
7931,890
7932,1600
7933,0
7934,750
7935,0
7936,500
7937,0
7938,660
7939,0
7940,0
7941,0
7942,0
7943,0
7944,0
7945,1105
7946,0
7947,0
7948,500
7949,0
7950,0
7951,425
7952,1200
7953,1108
7954,910
7955,0
7956,0
7957,0
7958,750
7959,0
7960,100
7961,500
7962,0
7963,0
7964,0
7965,525
7966,0
7967,1220
7968,425
7969,1167
7970,700
7971,0
7972,700
7973,0
7974,550
7975,1800
7976,0
7977,2000
7978,550
7979,1800
7980,0
7981,0
7982,1500
7983,1900
7984,1288
7985,1100
7986,1555
7987,1220
7988,0
7989,1450
7990,0
7991,0
7992,0
7993,0
7994,1000
7995,450
7996,550
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,500
8004,0
8005,1379
8006,0
8007,0
8008,1575
8009,921
8010,0
8011,2600
8012,800
8013,1055
8014,535
8015,0
8016,0
8017,0
8018,1020
8019,425
8020,0
8021,0
8022,1240
8023,500
8024,645
8025,1600
8026,950
8027,0
8028,0
8029,2000
8030,900
8031,0
8032,731
8033,1150
8034,727
8035,1800
8036,0
8037,700
8038,0
8039,0
8040,0
8041,500
8042,900
8043,0
8044,1600
8045,620
8046,1150
8047,910
8048,0
8049,4500
8050,2000
8051,500
8052,0
8053,0
8054,0
8055,580
8056,1500
8057,2200
8058,0
8059,0
8060,692
8061,600
8062,1022
8063,0
8064,750
8065,0
8066,1500
8067,1200
8068,1559
8069,1000
8070,1834
8071,0
8072,0
8073,600
8074,830
8075,2532
8076,875
8077,0
8078,1110
8079,0
8080,0
8081,8500
8082,0
8083,1475
8084,600
8085,0
8086,0
8087,1110
8088,700
8089,0
8090,1000
8091,0
8092,0
8093,525
8094,800
8095,1000
8096,0
8097,0
8098,425
8099,550
8100,1200
8101,0
8102,0
8103,1700
8104,0
8105,0
8106,0
8107,0
8108,0
8109,475
8110,1130
8111,0
8112,0
8113,700
8114,650
8115,900
8116,700
8117,700
8118,1060
8119,1100
8120,450
8121,0
8122,0
8123,0
8124,830
8125,3300
8126,2000
8127,0
8128,800
8129,500
8130,0
8131,800
8132,450
8133,0
8134,0
8135,810
8136,2000
8137,0
8138,0
8139,0
8140,700
8141,600
8142,814
8143,1626
8144,1000
8145,500
8146,590
8147,765
8148,700
8149,0
8150,0
8151,800
8152,213
8153,0
8154,0
8155,0
8156,0
8157,0
8158,0
8159,0
8160,1300
8161,0
8162,0
8163,0
8164,2400
8165,0
8166,1497
8167,1300
8168,0
8169,0
8170,0
8171,440
8172,0
8173,700
8174,0
8175,0
8176,900
8177,0
8178,425
8179,1500
8180,0
8181,0
8182,1000
8183,0
8184,540
8185,500
8186,0
8187,0
8188,600
8189,850
8190,1200
8191,0
8192,380
8193,725
8194,695
8195,1100
8196,1500
8197,1400
8198,490
8199,0
8200,0
8201,605
8202,1630
8203,0
8204,1700
8205,650
8206,600
8207,0
8208,0
8209,1500
8210,1000
8211,1250
8212,0
8213,500
8214,1046
8215,700
8216,0
8217,0
8218,500
8219,800
8220,0
8221,625
8222,0
8223,0
8224,1300
8225,638
8226,500
8227,1500
8228,700
8229,0
8230,0
8231,0
8232,800
8233,900
8234,735
8235,1100
8236,0
8237,800
8238,400
8239,1202
8240,0
8241,0
8242,1973
8243,0
8244,1258
8245,1149
8246,600
8247,715
8248,0
8249,0
8250,0
8251,1100
8252,600
8253,0
8254,0
8255,600
8256,550
8257,900
8258,500
8259,0
8260,775
8261,1395
8262,0
